COMID,NWs,SiteClass,BFICat
10282972,0.121023852,HiN,32
10282980,0.159011633,HiN,30.93198798
10282982,0.121025069,HiN,32
10282984,0.262757577,HiN,32
10282986,0.159940004,HiN,33
10282988,0.243912358,HiN,32
10282990,0.159940004,HiN,33
10282992,0.159940004,HiN,33
10282996,0.159940004,HiN,33
10282998,0.159940004,HiN,33
10283000,0.159940004,HiN,33
10283002,0.270054746,HiN,32
10283004,0.277047447,HiN,31.95818226
10283006,0.159940004,HiN,33
10283010,0.159940004,HiN,33.00461662
10283016,0.159940004,HiN,33
10283022,0.159940004,HiN,33
10283024,0.150734738,HiN,34.10310734
10283026,0.150280054,HiN,33.04302748
10283028,0.175987308,HiN,32.99927711
10283032,0.201556316,HiN,33
10283034,0.159940004,HiN,33
10283036,0.163519226,HiN,32
10283038,0.122000389,HiN,33
10283040,0.121310806,HiN,32.42775752
10283042,0.122844057,HiN,32.99300699
10283044,0.292979002,HiN,32
10283046,0.209161511,HiN,33.49852008
10283056,0.292979002,HiN,32
10283062,0.159940004,HiN,33.19474197
10283064,0.159940004,HiN,33.85982562
10283066,0.264140136,HiN,32
10283070,0.159940004,HiN,33
10283072,0.159940004,HiN,33.53722504
10283074,0.159940004,HiN,33
10283076,0.248955175,HiN,32.01768809
10283080,0.159940004,HiN,33
10283082,0.292979002,HiN,32
10283084,0.159940004,HiN,33
10283086,0.159940004,HiN,33
10283088,0.159940004,HiN,33
10283092,0.292979002,HiN,32
10283094,0.159940004,HiN,33
10283098,0.159940004,HiN,33
10283100,0.090622431,HiN,30
10283104,0.159940004,HiN,33
10283108,0.10399238,HiN,30
10283114,0.159940004,HiN,33.20912548
10283116,0.159940004,HiN,33
10283118,0.201498479,HiN,33
10283120,0.159940004,HiN,33
10283122,0.292979002,HiN,32
10283124,0.292979002,HiN,32
10283128,0.159940004,HiN,33
10283130,0.159940004,HiN,33
10283132,0.130276389,HiN,33
10283134,0.159940004,HiN,33
10283136,0.159940004,HiN,33
10283138,0.159940004,HiN,33
10283140,0.159940004,HiN,33
10283142,0.143077036,HiN,33
10283144,0.108725076,HiN,30.27900677
10283146,0.159940004,HiN,33
10283158,0.273196924,HiN,32
10283160,0.2288525,HiN,32
10283166,0.292979002,HiN,31.70212766
10283174,0.159940004,HiN,32.98327513
10283176,0.638704584,HiN,33
10283182,0.292979002,HiN,32
10283184,0.203352763,HiN,33
10283192,0.212350994,HiN,32.0628053
10283194,0.262963566,HiN,32
10283202,0.244943635,HiN,32
10283210,0.159940004,HiN,33
10283216,0.292979002,HiN,32
10283222,0.292979002,HiN,31.82376502
10283224,0.159940004,HiN,33
10283226,0.182993686,HiN,30.53846154
10283248,0.156986529,HiN,32.36641221
10283250,0.127733145,HiN,32.84595745
10283252,0.258303135,HiN,30.72489083
10283254,0.230550097,HiN,32.35367647
10283264,0.198243971,HiN,31.95549174
10283266,0.292979002,HiN,31.76965772
10283274,0.286770515,HiN,32
10283276,0.159940004,HiN,32.74060632
10283278,0.205691111,HiN,32
10283282,0.159940004,HiN,32
10283290,0.159940004,HiN,32.07115948
10283292,0.159940004,HiN,32
10283296,0.159940004,HiN,32.52036341
10283300,0.159940004,HiN,32.91836735
10283302,0.192722307,HiN,32
10283304,0.555767356,HiN,32.34890304
10283308,0.159940004,HiN,32.31547938
10283314,0.145212802,HiN,32
10283316,0.159940004,HiN,31.8993808
10283318,0.159940004,HiN,32.30718954
10283320,0.15644242,HiN,32.03530895
10283322,0.112360201,HiN,32.27505407
10283324,0.092679045,HiN,30.72109148
10283326,0.159940004,HiN,32.79813665
10283330,0.159940004,HiN,32.79265092
10283332,0.159940004,HiN,32
10283334,0.159940004,HiN,32.30104429
10283336,0.268431658,HiN,32
10283344,0.159940004,HiN,31.91096634
10283354,0.210762211,HiN,32
10283356,0.159940004,HiN,32.27163904
10283358,0.159940004,HiN,31.88337547
10283364,0.115543895,HiN,30.09948718
10283366,0.159940004,HiN,32.24541935
10283368,0.159940004,HiN,31.94581281
10283370,0.159940004,HiN,31.52840909
10283372,0.159940004,HiN,31.99428571
10283374,0.159940004,HiN,31.14547537
10283376,0.159940004,HiN,32
10283390,0.159940004,HiN,32
10283392,0.155398938,HiN,32
10283394,0.159940004,HiN,31.36032389
10283396,0.159940004,HiN,31.4507772
10283398,0.159940004,HiN,31.22815706
10283400,0.159940004,HiN,31
10283406,0.159940004,HiN,31
10283410,0.159919919,HiN,31.7059696
10283414,0.212350994,HiN,32
10283416,0.246833788,HiN,32
10283418,0.212350994,HiN,32
10283420,0.462307773,HiN,32
10283422,0.227263221,HiN,32
10283424,0.292979002,HiN,31.64373857
10283430,0.159940004,HiN,31
10283438,0.215193235,HiN,32
10283440,0.292979002,HiN,30.45757796
10283442,0.226651645,HiN,32
10283452,0.217603965,HiN,32.01624838
10283454,0.159940004,HiN,31.07365854
10283460,0.158008553,HiN,32
10283462,0.159940004,HiN,32
10283464,0.157377999,HiN,31.89690275
10283466,0.159940004,HiN,31.09242424
10283468,0.157836452,HiN,32
10283472,0.212350994,HiN,32
10283474,0.157993812,HiN,32
10283478,0.159940004,HiN,31
10283482,0.223081078,HiN,32
10283488,0.159936634,HiN,31.01598782
10283490,0.159261211,HiN,31.5672003
10283492,0.159940004,HiN,31
10283502,0.159514583,HiN,31
10283504,0.159940004,HiN,31
10283518,0.292979002,HiN,32
10283520,0.212350994,HiN,32
10283522,0.292701165,HiN,32
10283524,0.234184428,HiN,32
10283526,0.159940004,HiN,31
10283530,0.159940004,HiN,31
10283536,0.159667599,HiN,31
10283538,0.159940004,HiN,31
10283544,0.212350994,HiN,32
10283546,0.232600217,HiN,32
10283548,0.292979002,HiN,31.86951754
10283550,0.292979002,HiN,32
10283554,0.159772231,HiN,31
10283566,0.159940004,HiN,31
10283572,0.159940004,HiN,31
10283578,0.159889425,HiN,31
10283586,0.212350994,HiN,32
10283588,0.15577022,HiN,31.47904483
10283590,0.159940004,HiN,31
10283592,0.159940004,HiN,31
10283594,0.292979002,HiN,30
10283596,0.161424516,HiN,29.49376231
10283604,0.159940004,HiN,31
10283614,0.159940004,HiN,31
10283622,0.159940004,HiN,31
10283636,0.159940004,HiN,31
10283684,0.158166926,HiN,29.46814815
10283686,0.292979002,HiN,30
10283690,0.292979002,HiN,32
10283698,0.233081032,HiN,31.93428465
10283710,0.159940004,HiN,31.09148551
10283712,0.159940004,HiN,31
10283714,0.159940004,HiN,31
10283746,0.159908635,HiN,36.99781484
10283768,0.204379021,HiN,37
10283770,0.159940004,HiN,36.90549683
10283774,0.183350091,HiN,35.72959604
10283776,0.159940004,HiN,34.05280899
10283778,0.110534977,HiN,33.956099
10283782,0.208057241,HiN,33.6054358
10283786,0.112831705,HiN,33.40427332
10283788,0.115597272,HiN,32.0256791
10283792,0.160380531,HiN,32.01265823
10283794,0.64161971,HiN,33.43210159
10283796,0.292979002,HiN,31.78559492
10283798,0.523209889,HiN,33.00011301
10283800,0.552963298,HiN,33
10283802,0.158258521,HiN,30.5582393
10283804,0.156897066,HiN,32.92827256
10283806,0.159940004,HiN,32.31090343
10283808,0.270476243,HiN,30.42557314
10283810,0.159940004,HiN,31.98257081
10283814,0.292979002,HiN,30.3805383
10283816,0.159940004,HiN,31
10283818,0.159882498,HiN,31
10283820,0.159541507,HiN,31
10283822,0.292979002,HiN,30.00868056
10283824,0.14878009,HiN,29.88839286
10283844,0.244037931,HiN,32
10283846,0.12284509,HiN,33
10283848,0.201560545,HiN,33
10283850,0.159940004,HiN,33
10283852,0.159940004,HiN,33
10283854,0.159940004,HiN,33
10283856,0.159940004,HiN,33
10283858,0.292979002,HiN,32
10283860,0.159940004,HiN,33
10283862,0.292979002,HiN,32
10283864,0.159940004,HiN,33
10283866,0.159940004,HiN,33
10283868,0.159940004,HiN,32
10283870,0.217603935,HiN,32
10283872,0.217603921,HiN,32
10283874,0.135879947,HiN,32.53504293
10283876,0.244898771,HiN,32
10283878,0.136711587,HiN,32
10283880,0.159940004,HiN,31.21939954
10283882,0.159940004,HiN,31
10283884,0.136765144,HiN,32
10283886,0.216688549,HiN,32
10283888,0.159935242,HiN,31.21955403
10283892,0.212350994,HiN,32
10283894,0.136926315,HiN,32
10283896,0.159940004,HiN,31
10283900,0.212350994,HiN,32
10283904,0.232595928,HiN,32
10283910,0.137182847,HiN,32
10283912,0.159940004,HiN,34.30508475
10283914,0.167523712,HiN,33
10283916,0.159940004,HiN,33
10283918,0.292979002,HiN,32
10283920,0.292979002,HiN,32
10283922,0.159940004,HiN,33
10283924,0.159940004,HiN,33
10283926,0.292979002,HiN,32
10283928,0.292979002,HiN,32
10283930,0.159940004,HiN,32
10283932,0.159940004,HiN,31
10283934,0.159940004,HiN,31
10283936,0.159940004,HiN,31
10283938,0.159940004,HiN,31
10283940,0.159881611,HiN,31
10283942,0.159940004,HiN,32
10283944,0.159940004,HiN,31
10283946,0.227842536,HiN,32
10283948,0.159940004,HiN,31
10283952,0.159940004,HiN,31
10283954,0.159940004,HiN,31
10283958,0.159940004,HiN,31
10285708,0.186987792,HiN,30.02646442
10285710,0.088628564,LoN,30
10285730,0.154967341,HiN,31.38884786
10285732,0.137885902,HiN,30.99904466
10285738,0.279255045,HiN,31.39274862
10285744,0.156961779,HiN,31.00608732
10285746,0.159940004,HiN,31
10285748,0.159940004,HiN,31
10285750,0.159940004,HiN,31
10285752,0.232916343,HiN,31
10285754,0.137441705,HiN,29.92682927
10285756,0.159940004,HiN,31
10285758,0.137400635,HiN,29.11185468
10285764,0.159940004,HiN,31
10285766,0.159940004,HiN,30.99380445
10285772,0.159940004,HiN,31
10285776,0.159940004,HiN,31
10285780,0.159940004,HiN,31
10285782,0.159527733,HiN,31
10285784,0.165562644,HiN,30.99982357
10285788,0.154422579,HiN,28.9391686
10285790,0.183017637,HiN,31
10285792,0.089620269,HiN,28
10285794,0.175365045,HiN,31
10285800,0.159940004,HiN,30.07175197
10285808,0.093089044,HiN,27.48450417
10285812,0.287134557,HiN,28.83451724
10285814,0.186074699,HiN,29.09076714
10285822,0.203924924,HiN,29.49250973
10285828,0.282852695,HiN,26
10285830,0.292979002,HiN,29
10285838,0.292979002,HiN,29
10285842,0.292979002,HiN,28.5887372
10285844,0.292979002,HiN,28
10285846,0.292979002,HiN,28.47628498
10285848,0.292979002,HiN,27.5395197
10285850,0.292979002,HiN,28.1008671
10285852,0.292979002,HiN,26.77255639
10285854,0.089342994,HiN,26
10285858,0.292979002,HiN,27
10285864,0.089405577,HiN,26
10285866,0.115258663,HiN,26
10285868,0.292979002,HiN,27.82141623
10285870,0.281796368,HiN,26
10285872,0.292979002,HiN,28.04535263
10285878,0.266163013,HiN,26
10285880,0.188749194,HiN,28
10285882,0.292979002,HiN,26.40043478
10285884,0.212350994,HiN,26
10285886,0.292979002,HiN,28
10285888,0.292979002,HiN,27.99048599
10285890,0.292979002,HiN,27.98735995
10285894,0.179298915,HiN,27.77762431
10285896,0.285348643,HiN,27.72342857
10285900,0.292979002,HiN,26
10285902,0.159940004,HiN,27.48563218
10285904,0.159940004,HiN,27.19709355
10285906,0.160021089,HiN,26.66453674
10285908,0.220847265,HiN,27
10285910,0.292979002,HiN,27.14579389
10285912,0.289286865,HiN,27
10285916,0.276767023,HiN,26
10285920,0.221054158,HiN,26
10285922,0.269621108,HiN,26
10285924,0.159940004,HiN,26.61032066
10285926,0.292979002,HiN,25.21906786
10285928,0.292979002,HiN,25
10285930,0.159940004,HiN,25.47751799
10285932,0.204063543,HiN,25.24829308
10285934,0.292979002,HiN,25
10285938,0.194815431,HiN,25.54093128
10285940,0.292979002,HiN,25.3562781
10285942,0.159940004,HiN,27
10285944,0.183549038,HiN,24.5082223
10285948,0.159940004,HiN,26.0637034
10285950,0.159940004,HiN,27
10285952,0.292979002,HiN,25.2392575
10285954,0.209351479,HiN,25
10285956,0.283256728,HiN,24.77973568
10285960,0.285652779,HiN,25.00138632
10285962,0.218193948,HiN,25
10285964,0.283649711,HiN,25.19013007
10285966,0.280853315,HiN,25.77034358
10285968,0.159940004,HiN,25.7841822
10285970,0.214103109,HiN,25.29864603
10285972,0.159940004,HiN,26.16146179
10285976,0.159940004,HiN,26.28740741
10285978,0.292979002,HiN,24.9507287
10285980,0.292979002,HiN,25
10285982,0.292979002,HiN,25
10285984,0.159940004,HiN,26.87733391
10285986,0.265542213,HiN,25.98076205
10285988,0.203019364,HiN,25.85318738
10285990,0.191718754,HiN,25.12169312
10285992,0.170045049,HiN,25.83015671
10285994,0.159940004,HiN,27.07270671
10285996,0.176065496,HiN,25
10285998,0.179023654,HiN,25
10286000,0.292979002,HiN,25
10286002,0.124600794,HiN,25
10286004,0.159940004,HiN,27
10286006,0.259360993,HiN,25
10286008,0.098225462,HiN,25
10286010,0.159940004,HiN,27
10286014,0.159940004,HiN,27.18181818
10286018,0.2020042,HiN,25.54236326
10286020,0.28477906,HiN,24.33214286
10286022,0.13238912,HiN,25
10286026,0.292979002,HiN,24.96757596
10286028,0.132156923,HiN,25
10286030,0.161016429,HiN,25
10286032,0.246049715,HiN,24.86390592
10286034,0.152813002,HiN,25
10286036,0.275844773,HiN,26
10286038,0.288707108,HiN,26
10286040,0.270460965,HiN,26.18796199
10286042,0.145903032,HiN,25
10286044,0.265064994,HiN,25.01500407
10286046,0.209241658,HiN,23.81004257
10286048,0.216367262,HiN,24
10286050,0.218436927,HiN,24
10286052,0.268075171,HiN,23.48927302
10286056,0.163313527,HiN,25
10286060,0.286562451,HiN,23.88479145
10286064,0.292979002,HiN,24.92634797
10286066,0.174062732,HiN,25.81398972
10286068,0.287067003,HiN,24.01114983
10286072,0.224144459,HiN,23.1103743
10286074,0.292979002,HiN,26
10286082,0.292979002,HiN,25.76286249
10286092,0.228161976,HiN,22.13007131
10286094,0.292979002,HiN,24.94772165
10286096,0.292979002,HiN,24.48419722
10286118,0.106983919,HiN,30.96016924
10286120,0.159940004,HiN,31.35854224
10286122,0.159940004,HiN,31
10286124,0.124909869,HiN,30.19272486
10286126,0.159940004,HiN,31
10286130,0.157471238,HiN,31
10286134,0.180384361,HiN,29.67296675
10286138,0.286792236,HiN,27.95409641
10286144,0.292979002,HiN,27.17015855
10286148,0.218416396,HiN,26
10286150,0.290708801,HiN,26.06998572
10286158,0.276640578,HiN,26
10286160,0.216399794,HiN,26
10286162,0.278472721,HiN,25.63959087
10286164,0.292979002,HiN,26.61873809
10286166,0.266523199,HiN,25.90072658
10286168,0.205874715,HiN,26.71287129
10286170,0.159940004,HiN,26.58885673
10286172,0.159940004,HiN,26.60244399
10286176,0.159940004,HiN,26.06207805
10286180,0.289153693,HiN,25.08726227
10286182,0.28036354,HiN,25
10286186,0.159940004,HiN,26.91047137
10286188,0.159940004,HiN,27
10286192,0.181784684,HiN,25
10286194,0.183988334,HiN,27.48473862
10286196,0.20874896,HiN,24.57336957
10286198,0.281131819,HiN,23.07736626
10286204,0.137205634,HiN,32
10286206,0.152804736,HiN,31.25987842
10286210,0.13788905,HiN,31
10286212,0.137422107,HiN,31.56434192
10286224,0.13741749,HiN,28.87685644
10286226,0.180385437,HiN,28
10286228,0.154434495,HiN,28
10286230,0.137759207,HiN,28.43328376
10286232,0.137780182,HiN,28
10286234,0.089877419,HiN,28
10286238,0.286771859,HiN,28
10286240,0.137728117,HiN,28
10286242,0.138104531,HiN,26.62227603
10286244,0.138066728,HiN,26
10286248,0.292979002,HiN,29
10286250,0.292979002,HiN,29
10286252,0.292979002,HiN,28.9221968
10286254,0.292979002,HiN,29
10286258,0.280072394,HiN,26
10286260,0.292979002,HiN,29
10286262,0.292979002,HiN,28.68720379
10286264,0.292979002,HiN,29
10286268,0.292979002,HiN,26.87894201
10286272,0.137644077,HiN,26
10286274,0.115295082,HiN,26
10286276,0.182176913,HiN,28
10286280,0.159940004,HiN,27
10286282,0.212350994,HiN,26
10286284,0.137621248,HiN,26
10286286,0.292979002,HiN,27
10286288,0.276643389,HiN,26
10286290,0.137688606,HiN,26
10286292,0.15947846,HiN,26
10286294,0.276685595,HiN,26
10286296,0.159940004,HiN,26.45047923
10286300,0.269632754,HiN,26
10286302,0.137712349,HiN,26
10286304,0.292979002,HiN,25.40290674
10286306,0.292979002,HiN,24.83565217
10286308,0.159940004,HiN,27
10286310,0.159940004,HiN,26.61333123
10286312,0.159940004,HiN,26
10286314,0.159940004,HiN,26.40659341
10286318,0.138133433,HiN,25.52441152
10286320,0.291583192,HiN,25.08612363
10286324,0.138165874,HiN,25
10286326,0.280634486,HiN,25.80762359
10286328,0.280812942,HiN,26
10286330,0.159940004,HiN,26.70318021
10286332,0.292979002,HiN,25
10286334,0.292979002,HiN,25
10286336,0.137604996,HiN,25.00933348
10286340,0.292979002,HiN,25
10286342,0.286953346,HiN,24.99806984
10286344,0.137403198,HiN,25
10286346,0.179010552,HiN,25
10286348,0.179020377,HiN,25
10286350,0.179642757,HiN,25
10286352,0.137407111,HiN,25
10286354,0.076223765,LoN,25
10286358,0.259358841,HiN,25
10286360,0.13728537,HiN,25
10286362,0.178344388,HiN,25
10286364,0.135195523,HiN,25
10286366,0.14590931,HiN,25
10286368,0.138129798,HiN,25.01148607
10286370,0.163114309,HiN,25.01958874
10286372,0.292979002,HiN,24
10286376,0.174061017,HiN,26
10286378,0.138135651,HiN,26
10286380,0.292979002,HiN,25.90082645
10286382,0.292979002,HiN,25.23308271
10286384,0.292979002,HiN,24.3219697
10286386,0.138241103,HiN,26
10286388,0.159940004,HiN,31.0113478
10286390,0.159940004,HiN,31.00021418
10286392,0.159940004,HiN,31
10286394,0.159940004,HiN,31
10286396,0.159940004,HiN,31
10286398,0.159940004,HiN,30.52371917
10286402,0.292979002,HiN,28.96017964
10286404,0.283316473,HiN,26.62175066
10286406,0.292979002,HiN,28
10286408,0.292979002,HiN,28
10286410,0.289921471,HiN,28
10286414,0.159940004,HiN,25.82756477
10286416,0.152813002,HiN,25
10286418,0.159940004,HiN,26.25136505
10286420,0.149314421,HiN,25
10286422,0.159940004,HiN,27.00163399
10286424,0.212111516,HiN,25
10286426,0.291832114,HiN,26.40840517
10286428,0.292979002,HiN,25.86756405
10286430,0.147538937,HiN,25
10286434,0.159940004,HiN,26
10286436,0.137441619,HiN,31
10286438,0.13740069,HiN,29
10286440,0.137442648,HiN,29.37164751
10286442,0.137441554,HiN,31
10286444,0.159940004,HiN,25.98514286
10286448,0.138135652,HiN,25.88638819
10286710,0.292979002,HiN,24.17701863
10286722,0.282726745,HiN,23.09292483
10286724,0.282730517,HiN,22.86363636
10286728,0.28427239,HiN,23
10286730,0.22804744,HiN,22.71533305
10286732,0.284348402,HiN,22.93143813
10286734,0.292979002,HiN,24.06530055
10286738,0.253377994,HiN,24.09806217
10286748,0.292979002,HiN,23.63712719
10286750,0.282654558,HiN,24.84448518
10286752,0.21881875,HiN,24.51295045
10286754,0.292979002,HiN,24.8531322
10286756,0.291954837,HiN,24.90133436
10286758,0.292979002,HiN,25
10286760,0.292175707,HiN,25
10286762,0.251487264,HiN,25
10286764,0.292979002,HiN,25
10286768,0.292979002,HiN,24
10286770,0.275528432,HiN,25
10286772,0.292979002,HiN,25
10286774,0.292979002,HiN,24.99848943
10286782,0.264659136,HiN,24.05025299
10286784,0.292979002,HiN,25
10286786,0.292979002,HiN,25
10286790,0.292042174,HiN,25.0143503
10286794,0.285197442,HiN,25
10286796,0.292979002,HiN,25
10286798,0.292979002,HiN,25
10286800,0.286671271,HiN,25
10286802,0.242550788,HiN,24.69522777
10286804,0.289307874,HiN,25
10286806,0.282282711,HiN,24
10286808,0.206234962,HiN,24.01046025
10286810,0.213216667,HiN,24
10286814,0.290151542,HiN,25.02610771
10286816,0.274534262,HiN,24
10286818,0.288166813,HiN,24.32952109
10286820,0.292979002,HiN,25.26526227
10286822,0.292979002,HiN,25.82268908
10286824,0.2886401,HiN,24.77951684
10286826,0.236390335,HiN,24.27883014
10286828,0.292979002,HiN,25.75285036
10286830,0.264428555,HiN,24.39790892
10286832,0.263414971,HiN,25
10286834,0.284161375,HiN,24.59131997
10286836,0.279407643,HiN,25
10286838,0.292657721,HiN,25.95290686
10286840,0.291091985,HiN,25.04124029
10286842,0.266317244,HiN,25
10286848,0.27020241,HiN,24.31854061
10286850,0.254404082,HiN,24
10286852,0.292979002,HiN,24
10286854,0.269806843,HiN,24.95838644
10286880,0.227999271,HiN,23.56473517
10286882,0.232167249,HiN,22.90889657
10286884,0.248929624,HiN,24
10286886,0.309167983,HiN,24.49723481
10286888,0.287720294,HiN,23.35673612
10286890,0.283943943,HiN,24.92076903
10286892,0.273443046,HiN,24
10286894,0.282249789,HiN,25
10286896,0.284259821,HiN,25
10286900,0.266399296,HiN,24
10286902,0.234609104,HiN,25.202825
10286906,0.138264646,HiN,24
10286910,0.232167963,HiN,24
10286912,0.138164764,HiN,24
10286914,0.13980977,HiN,24
10286918,0.139766346,HiN,22.75904159
10286922,0.139726845,HiN,22
10286926,0.28770425,HiN,24
10286928,0.139712088,HiN,22.77560211
10286930,0.139883741,HiN,24
10286934,0.273445884,HiN,24
10286936,0.139874959,HiN,24
10286938,0.263309162,HiN,24.47254703
10286942,0.279407722,HiN,25
10286944,0.140122233,HiN,24.80328097
10286946,0.282250987,HiN,25
10286948,0.282249974,HiN,25
10286950,0.141116434,HiN,25
10286954,0.254389289,HiN,24
10286956,0.141307354,HiN,24.28853552
10286960,0.141504004,HiN,24
10286962,0.141543346,HiN,24.00433941
10286966,0.277005487,HiN,25.03178207
10286968,0.292979002,HiN,24.57742079
10286970,0.138038263,HiN,24.05104244
10286972,0.22801496,HiN,24
10288896,0.138258484,HiN,24.59674292
10339526,0.143605482,HiN,24
10355828,0.072336003,LoN,19
10355830,0.025,LoN,20
10355832,0.072336003,LoN,19.52646175
10355834,0.070835156,LoN,20.5854463
10355836,0.070375543,LoN,21
10355838,0.025,LoN,21
10355840,0.060262337,LoN,21
10355842,0.056501184,LoN,21
10355844,0.057817389,LoN,21
10355846,0.072336003,LoN,20.96895787
10355848,0.059012837,LoN,21
10355850,0.032655229,LoN,21
10355852,0.055768549,LoN,21.00258649
10355854,0.072336003,LoN,20.39598997
10355856,0.072336003,LoN,20.86136486
10355858,0.072336003,LoN,21.40407377
10355860,0.072336003,LoN,21.775
10355862,0.072336003,LoN,21.93755803
10355864,0.072336003,LoN,22
10355866,0.070673972,LoN,21.21661251
10355868,0.072336003,LoN,22
10355870,0.051556388,LoN,21.31857804
10355872,0.072336003,LoN,22.08287293
10355874,0.037420968,LoN,22.4344
10355876,0.072336003,LoN,22
10355878,0.036919537,LoN,22.89652539
10355880,0.060655691,LoN,23
10355882,0.071779888,LoN,21.95718039
10355884,0.043348222,LoN,23
10355886,0.055977014,LoN,22.89832536
10355888,0.071993747,LoN,22.40633775
10355890,0.072336003,LoN,22
10355892,0.068383716,LoN,22.9282633
10355894,0.072336003,LoN,22
10355896,0.072336003,LoN,22
10355898,0.06853451,LoN,23
10355900,0.072336003,LoN,23
10355902,0.072336003,LoN,22.49802198
10355914,0.070612816,LoN,19.45512674
10355916,0.035845332,LoN,20.33066064
10355918,0.072336003,LoN,21.50693802
10355920,0.072336003,LoN,22
10355922,0.072336003,LoN,22
10355924,0.072336003,LoN,22
10355926,0.072336003,LoN,22
10355928,0.072336003,LoN,22
10356444,0.025,LoN,23
10356446,0.025,LoN,20.93995381
10356448,0.02864801,LoN,20.38505212
10356450,0.026681437,LoN,20.30499046
10356452,0.025,LoN,24
10356454,0.025,LoN,24
10356456,0.025,LoN,23.65530325
10356458,0.025,LoN,24
10356460,0.030091149,LoN,21.63887609
10356462,0.025734562,LoN,20.95846645
10356464,0.030375245,LoN,22
10356466,0.025,LoN,24
10356468,0.025,LoN,24
10356470,0.025,LoN,24
10356472,0.031477665,LoN,22.54247353
10356474,0.025,LoN,22.36186622
10356476,0.03029356,LoN,21.88747161
10356478,0.025,LoN,24
10356480,0.029694017,LoN,23.77488688
10356482,0.025,LoN,22
10356484,0.025,LoN,22.67267552
10356486,0.025,LoN,24
10356488,0.025,LoN,24.42258377
10356490,0.025,LoN,22.50061275
10356492,0.025,LoN,24.95016958
10356494,0.025,LoN,23.50640425
10356496,0.028102035,LoN,23.7872487
10356498,0.025,LoN,24.00076046
10356500,0.025,LoN,24.52865187
10356502,0.051825728,LoN,22.04822453
10356504,0.027664809,LoN,24
10356506,0.047501053,LoN,23.12112714
10356508,0.030436258,LoN,23
10356510,0.035281518,LoN,23.83782322
10356512,0.025,LoN,24.16652423
10356514,0.02755304,LoN,23
10356516,0.025,LoN,23.05123229
10356518,0.047303575,LoN,23
10356520,0.029383369,LoN,23
10356522,0.068602109,LoN,23
10356524,0.041257072,LoN,23.2183727
10356526,0.025,LoN,24.28141397
10356528,0.025,LoN,23.7928192
10356530,0.033300313,LoN,24.1624959
10356598,0.025,LoN,23
10356600,0.025,LoN,23
10356602,0.025,LoN,23.01356039
10356696,0.024247044,LoN,23
10356698,0.050108504,LoN,22.93143297
10356700,0.033552923,LoN,23
10356702,0.042734701,LoN,23
10356704,0.072336003,LoN,22
10356706,0.027227303,LoN,23
10356708,0.025,LoN,23
10356710,0.049931326,LoN,23
10356712,0.029200812,LoN,23
10356714,0.046230073,LoN,22.96145905
10356716,0.066317549,LoN,22.50755594
10356718,0.070732112,LoN,22
10356720,0.072336003,LoN,22
10356722,0.071121848,LoN,22
10356724,0.069857026,LoN,22.02262204
10356726,0.06190191,LoN,22
10356728,0.072336003,LoN,22
10356730,0.060222865,LoN,23
10356732,0.039414853,LoN,23
10356734,0.067877576,LoN,23
10356736,0.070993097,LoN,22.88873449
10356738,0.071589379,LoN,23
10356740,0.059706838,LoN,23
10356742,0.063981512,LoN,23
10356744,0.070812219,LoN,23
10356746,0.068527774,LoN,22.44656335
10356748,0.060071555,LoN,23
10356750,0.066377268,LoN,23
10356752,0.069556442,LoN,23
10356754,0.066356952,LoN,23
10356756,0.064561097,LoN,23
10356758,0.042697211,LoN,23
10356760,0.060602224,LoN,23
10356762,0.040952546,LoN,23
10356764,0.065592682,LoN,23
10356766,0.02984873,LoN,23
10356768,0.036809619,LoN,23
10356770,0.040212218,LoN,23
10356780,0.025,LoN,23
10356790,0.025,LoN,23
10356794,0.025,LoN,23
10356796,0.025,LoN,23
10356798,0.025,LoN,23
10356800,0.025,LoN,23
10356802,0.025,LoN,23
10356804,0.025,LoN,23
10356806,0.025,LoN,23
10356808,0.025,LoN,23
10356810,0.025,LoN,23
10356812,0.024789179,LoN,23
10356816,0.024925991,LoN,23
10356818,0.024894034,LoN,23
10356820,0.02493734,LoN,23
10356822,0.024825113,LoN,23
10356824,0.025,LoN,23
10356826,0.024943152,LoN,23
10356828,0.025,LoN,23
10356830,0.024964105,LoN,23
10356832,0.024977356,LoN,23
10356834,0.024513979,LoN,23
10356836,0.024885409,LoN,23
10356838,0.025,LoN,23
10356840,0.024629036,LoN,23
10356842,0.0260354,LoN,23
10356844,0.027047807,LoN,23.27692308
10356846,0.034903156,LoN,23.7032513
10356876,0.025,LoN,23
10356878,0.025,LoN,23
10356880,0.025,LoN,23
10356882,0.029325686,LoN,23
10356884,0.024952547,LoN,23
10356886,0.024963681,LoN,23
10356888,0.025,LoN,23
10356890,0.024642891,LoN,23
10356892,0.131021049,HiN,24
10356894,0.131019869,HiN,24
10357036,0.068608845,LoN,23
10357038,0.068079213,LoN,23
10357040,0.034458227,LoN,23
10357042,0.05198404,LoN,23
10357044,0.025,LoN,25
10357046,0.024285316,LoN,25
10357048,0.05393655,LoN,25
10357050,0.056805495,LoN,25
10357052,0.030031865,LoN,23
10357054,0.024349151,LoN,24.92408377
10357056,0.023951013,LoN,25
10357058,0.025,LoN,25
10357060,0.025,LoN,23.75751912
10357062,0.024506822,LoN,24.92020507
10357064,0.024881587,LoN,23
10357066,0.025,LoN,25.65683453
