COMID,NWs,SiteClass,BFICat
18499964,0.154111161,HiN,37.99865531
18499966,0.156449637,HiN,37.57788119
18499968,0.175031828,HiN,35
18499970,0.160677689,HiN,39
18499972,0.174489098,HiN,34
18499974,0.149838001,HiN,40.48538246
18499976,0.174935493,HiN,34.25378643
18499978,0.168891854,HiN,38.87080103
18499982,0.176470027,HiN,35.04536021
18499984,0.149838001,HiN,33.99964311
18499986,0.176611601,HiN,39
18499988,0.17668105,HiN,37.88059701
18499990,0.176644673,HiN,38.99815838
18499992,0.431035995,HiN,37.77478345
18499994,0.156304227,HiN,37.35227273
18499996,0.176662158,HiN,39
18499998,0.176676234,HiN,39
18500000,0.16016558,HiN,36
18500002,0.160186797,HiN,36
18500004,0.160193869,HiN,36
18500006,0.176673428,HiN,36.9249732
18500008,0.176518442,HiN,36
18500010,0.176520265,HiN,36
18500012,0.176506249,HiN,36
18500014,0.176565406,HiN,36.60162602
18500016,0.26285599,HiN,34.84489051
18500018,0.365087125,HiN,35
18500020,0.150485326,HiN,33.72513812
18500022,0.177674958,HiN,35.54565749
18500024,0.11113083,HiN,38.50564334
18500026,0.176705749,HiN,40.97959184
18500028,0.150307441,HiN,39.65100464
18500032,0.146899896,HiN,39.67796942
18500034,0.098412542,HiN,40
18500036,0.137480303,HiN,39.98999687
18500038,0.124036415,HiN,40.04082905
18500040,0.099053246,HiN,40
18500042,0.104636256,HiN,40
18500044,0.176228171,HiN,39
18500046,0.065751353,LoN,38.76788771
18500048,0.176086606,HiN,39
18500050,0.12365299,HiN,39.5773551
18500052,0.176240242,HiN,39
18500056,0.176400333,HiN,39
18500058,0.071380333,LoN,40
18500060,0.176404937,HiN,39
18500062,0.176412766,HiN,39
18500064,0.176409082,HiN,39
18500066,0.176414761,HiN,39.28890473
18500068,0.142284118,HiN,38
18500070,0.115231682,HiN,40
18500072,0.099004598,HiN,40
18500090,0.149838001,HiN,40.53592544
18500092,0.149838001,HiN,39.51032297
18500094,0.149838001,HiN,38.77580335
18500096,0.173239951,HiN,33.94014085
18500098,0.149838001,HiN,38.99650282
18500100,0.149838001,HiN,38.10203666
18500102,0.149838001,HiN,36.86601535
18500104,0.149838001,HiN,38.18486541
18500106,0.151140836,HiN,38.17324711
18500108,0.149838001,HiN,39.79147359
18500110,0.176852972,HiN,39.35446072
18500112,0.12445171,HiN,36.56617271
18500114,0.104788584,HiN,37.178764
18500116,0.149838001,HiN,40.76892923
18500120,0.149838001,HiN,37
18500124,0.146628366,HiN,38.41509434
18500126,0.175439114,HiN,38.70607827
18500128,0.174303014,HiN,39.98076923
18500130,0.149838001,HiN,40
18500132,0.149838001,HiN,39.7721519
18500136,0.176003409,HiN,38.28065894
18500140,0.17535592,HiN,38.68622754
18500144,0.175183328,HiN,39.92952232
18500146,0.160464208,HiN,38.34167894
18500148,0.163228381,HiN,38.95266272
18501050,0.174302965,HiN,39
18502889,0.059999999,LoN,30
18502893,0.138171944,HiN,29.34139443
18502895,0.138452472,HiN,26
18502897,0.149838001,HiN,26
18502901,0.149838001,HiN,26
18502903,0.149838001,HiN,26
18502907,0.149838001,HiN,25.47000517
18502909,0.149838001,HiN,25.09576311
18502911,0.149838001,HiN,26.00199071
18502913,0.149710011,HiN,25.97713632
18502915,0.149838001,HiN,26
18502917,0.149838001,HiN,25.00472927
18502919,0.149838001,HiN,25.6295527
18502921,0.149838001,HiN,26
18502923,0.137257784,HiN,26.91854385
18502925,0.14252227,HiN,26
18502927,0.148597244,HiN,26
18502929,0.142080689,HiN,26.14205682
18502931,0.149379129,HiN,24.97651676
18502933,0.145886462,HiN,23.46901359
18502935,0.147968228,HiN,25.25016213
18502937,0.14798544,HiN,26
18502939,0.148466567,HiN,26
18502941,0.14859559,HiN,26.24465964
18502943,0.147683756,HiN,27
18502945,0.074888602,LoN,27.4815693
18502993,0.136201292,HiN,29.91892271
18502995,0.149838001,HiN,28
18502997,0.140613583,HiN,27.10388183
18502999,0.148565047,HiN,26.34020127
18503003,0.149838001,HiN,24.30245431
18503007,0.136185834,HiN,30
18503009,0.13666418,HiN,30
18503011,0.140729182,HiN,28
18503013,0.140166791,HiN,29.23777198
18503015,0.139903729,HiN,30
18503017,0.148565165,HiN,28
18503019,0.140249993,HiN,27.59132934
18503021,0.138209686,HiN,29.92455912
18503023,0.141344428,HiN,27.62888613
18503027,0.141570318,HiN,27
18503029,0.141570956,HiN,26.4653506
18503031,0.142734389,HiN,26
18503033,0.142604698,HiN,26.33793876
18503035,0.149838001,HiN,26
18503037,0.142734637,HiN,26
18503039,0.149838001,HiN,26.4
18503041,0.142599234,HiN,26.51919116
18503043,0.149662119,HiN,27
18503045,0.142590749,HiN,27.00027878
18503047,0.13725171,HiN,27
18503051,0.149838001,HiN,26
18503053,0.149838001,HiN,26
18503055,0.142895303,HiN,26.0623785
18503057,0.142525144,HiN,26
18503059,0.142522283,HiN,26
18503061,0.148596646,HiN,26
18503065,0.147972708,HiN,26
18503067,0.149838001,HiN,26
18503069,0.149838001,HiN,25.93328446
18503071,0.141545169,HiN,26.25674218
18503221,0.059999999,LoN,30
18503223,0.135894049,HiN,30
18503225,0.136193238,HiN,30
18503227,0.059999999,LoN,30
18503245,0.135785294,HiN,30.04364023
18503249,0.135785489,HiN,31
18503251,0.136201259,HiN,30
18503321,0.149838001,HiN,23.15401121
18503329,0.149838001,HiN,23.70014771
18503331,0.149838001,HiN,25.38572219
18503333,0.149838001,HiN,25.37067395
18503335,0.149838001,HiN,25.89236499
18503337,0.149838001,HiN,26
18503339,0.149838001,HiN,26
18503341,0.149838001,HiN,26
18503343,0.149838001,HiN,26
18503347,0.149838001,HiN,25.7132753
18503349,0.149838001,HiN,26
18503351,0.149838001,HiN,26
18503353,0.149838001,HiN,25.77264061
18503355,0.149838001,HiN,26
18503357,0.149838001,HiN,26
18503361,0.149838001,HiN,24.87154812
18503367,0.149838001,HiN,24.6424581
18503369,0.149838001,HiN,25.61875
18503379,0.149838001,HiN,23.14285714
18503385,0.149838001,HiN,26
18503395,0.149838001,HiN,25.34278191
18503397,0.149838001,HiN,24.87362051
18503399,0.149838001,HiN,26
18503401,0.149838001,HiN,23.48275862
18503403,0.149838001,HiN,23.84507042
18503405,0.149838001,HiN,23
18503407,0.149838001,HiN,23
18503409,0.149838001,HiN,23
18503413,0.149838001,HiN,23
18503415,0.149838001,HiN,23
18503425,0.149838001,HiN,26
18503427,0.149838001,HiN,26
18503429,0.149838001,HiN,26
18503431,0.149838001,HiN,26
18503433,0.149838001,HiN,26
18503435,0.149838001,HiN,26
18503437,0.149838001,HiN,26
18503439,0.149838001,HiN,25.99697809
18503441,0.149838001,HiN,26
18503443,0.149838001,HiN,26.20072333
18503445,0.149838001,HiN,26
18503447,0.149838001,HiN,25.99885649
18503449,0.149838001,HiN,25.99513776
18503451,0.149838001,HiN,26.95734597
18503453,0.149838001,HiN,26.01832461
18503455,0.149838001,HiN,26.12473118
18503457,0.149838001,HiN,26.17963895
18503459,0.149838001,HiN,27
18503461,0.149838001,HiN,26.35514019
18503463,0.149838001,HiN,26
18503465,0.149838001,HiN,26.90371389
18503467,0.149838001,HiN,26.00213828
18503469,0.149838001,HiN,26
18503471,0.149838001,HiN,26
18503473,0.149838001,HiN,26.14186851
18503475,0.149838001,HiN,26
18503477,0.149838001,HiN,25.82764977
18503479,0.149838001,HiN,25.95394358
18503481,0.149838001,HiN,25.71153196
18503483,0.149838001,HiN,26
18503485,0.149838001,HiN,25.98942308
18503487,0.149838001,HiN,25.42250923
18503489,0.149838001,HiN,25.15883306
18503491,0.149838001,HiN,25
18503493,0.149838001,HiN,25.69971056
18503495,0.149838001,HiN,24.70241287
18503497,0.149838001,HiN,25.54751773
18503499,0.149838001,HiN,26
18503501,0.149838001,HiN,26.14337852
18503503,0.149838001,HiN,26.17067834
18503505,0.149838001,HiN,26.97128589
18503507,0.149838001,HiN,26.58064516
18503509,0.149838001,HiN,26.01454545
18503511,0.149838001,HiN,26.90992878
18503513,0.149838001,HiN,26
18503515,0.149838001,HiN,24.00691002
18503517,0.149838001,HiN,26.98569157
18503519,0.149838001,HiN,26.70014347
18503521,0.149838001,HiN,26.71493441
18503523,0.149838001,HiN,27
18503525,0.149838001,HiN,26.98682533
18503527,0.149838001,HiN,27
18503529,0.149838001,HiN,26.06959403
18503531,0.149838001,HiN,26.30175439
18503533,0.149838001,HiN,26.21891192
18503535,0.149838001,HiN,27
18503537,0.149838001,HiN,27.27088877
18503539,0.149838001,HiN,27.47928571
18503541,0.149838001,HiN,27.76448122
18503543,0.149838001,HiN,27.64094376
18503545,0.149838001,HiN,28
18503547,0.149838001,HiN,27.92130543
18503549,0.149838001,HiN,27.97713982
18503551,0.149838001,HiN,28
18503553,0.149838001,HiN,28
18503555,0.149838001,HiN,28
18503557,0.149838001,HiN,28.19530755
18503559,0.149838001,HiN,28
18503561,0.149838001,HiN,28.11670904
18503563,0.149838001,HiN,28
18503565,0.149838001,HiN,28
18503567,0.149838001,HiN,28
18503569,0.149838001,HiN,28
18503571,0.149838001,HiN,28
18503573,0.149838001,HiN,29.47113366
18503575,0.149838001,HiN,28.77999566
18503603,0.149838001,HiN,26.99936629
18503607,0.149838001,HiN,25.31610003
18503609,0.149838001,HiN,26
18503611,0.149838001,HiN,26.30269058
18503613,0.149838001,HiN,27.25948345
18503615,0.149838001,HiN,27.63191244
18503617,0.149838001,HiN,27.42657392
18503619,0.149838001,HiN,26.84207459
18503621,0.149838001,HiN,26.34888889
18503623,0.149838001,HiN,26.47238069
18503625,0.149838001,HiN,27.10591685
18503627,0.149838001,HiN,28.01088825
18503631,0.149838001,HiN,26.98076923
18503815,0.148014882,HiN,26
18503817,0.148514063,HiN,26.89314625
18503819,0.148463694,HiN,27.07991107
18503821,0.149838001,HiN,26
18503823,0.146045247,HiN,24.44503664
18503825,0.147681973,HiN,27
18503827,0.149838001,HiN,25.81689115
18503829,0.069769937,LoN,27
18503831,0.149838001,HiN,26.28118393
18503833,0.061855953,LoN,27.02564103
18503835,0.059999999,LoN,27.5175419
18503837,0.069262703,LoN,27.78952669
18503839,0.149838001,HiN,24.80512821
18503841,0.149838001,HiN,26.95709918
18503843,0.145837429,HiN,29.49896433
18503845,0.149838001,HiN,28
18503847,0.149838001,HiN,28.1278826
18503849,0.149838001,HiN,28.30255489
18503851,0.065992044,LoN,28.08481128
18503853,0.149838001,HiN,28.4122807
18503855,0.059999999,LoN,28.66782463
18503857,0.149838001,HiN,25.20361146
18503859,0.149838001,HiN,29.34341052
18503861,0.059999999,LoN,29.51396226
18503863,0.149838001,HiN,26.81251065
18503865,0.149838001,HiN,25.74345136
18503867,0.14369147,HiN,30.16619521
18503869,0.086014363,LoN,28.44179423
18503871,0.149838001,HiN,29.10145935
18503873,0.149838001,HiN,25.53737529
18503875,0.149838001,HiN,27.22759924
18503877,0.149838001,HiN,27
18503879,0.061824506,LoN,30.04273323
18503881,0.143807279,HiN,30.50490362
18503883,0.149838001,HiN,27.75180972
18503885,0.09247515,HiN,29.10005703
18503887,0.149838001,HiN,28.34381551
18503889,0.060004131,LoN,29.82811231
18503891,0.059999999,LoN,30
18503893,0.149838001,HiN,28.66423767
18503895,0.149838001,HiN,25
18503897,0.149838001,HiN,27.65105895
18503899,0.149838001,HiN,25.38924626
18503901,0.149838001,HiN,25.0099482
18503903,0.149838001,HiN,28.92974583
18503905,0.149838001,HiN,25.75286354
18503907,0.149838001,HiN,26.4406382
18503909,0.149838001,HiN,27.04940711
18503911,0.149838001,HiN,25.92692401
18503913,0.149838001,HiN,26.37961875
18503915,0.149838001,HiN,26.42823288
18503917,0.149838001,HiN,26
18503919,0.149838001,HiN,26.60885987
18503921,0.149838001,HiN,27.19466958
18503923,0.149838001,HiN,27.30702778
18503925,0.149838001,HiN,28.39073696
18503927,0.149838001,HiN,27.84296538
18503929,0.149838001,HiN,27.9695172
18503931,0.149838001,HiN,29.70287814
18503933,0.149838001,HiN,30
18503951,0.147604619,HiN,24.68683405
18503953,0.149679085,HiN,28.88898803
18503955,0.149838001,HiN,26.29313553
18503957,0.149838001,HiN,28.26028202
18503959,0.149838001,HiN,28.47819079
18503961,0.149838001,HiN,29.02779813
18503963,0.149838001,HiN,29.92696815
18503965,0.149838001,HiN,24.75306517
18503967,0.149838001,HiN,26.96552358
18503969,0.149838001,HiN,30.07845723
18503971,0.149838001,HiN,26.00135262
18503973,0.149838001,HiN,29.51160171
18503975,0.149838001,HiN,25.46883861
18503977,0.149838001,HiN,27.81743528
18503979,0.149838001,HiN,27.48353508
18503981,0.149838001,HiN,28.21710634
18503983,0.149838001,HiN,28.81537508
18503985,0.149838001,HiN,29.08363897
18503987,0.149838001,HiN,29.54193384
18503989,0.149838001,HiN,26.65826613
18503991,0.149838001,HiN,28
18503993,0.149838001,HiN,28.82355243
18503995,0.149838001,HiN,27.02434457
18503997,0.149838001,HiN,27
18505754,0.149838001,HiN,24.62776185
18505756,0.149838001,HiN,24
18505762,0.111750842,HiN,26
18505764,0.059999999,LoN,23
18505774,0.059999999,LoN,23
18505776,0.059999999,LoN,23
18505778,0.059999999,LoN,26
18505780,0.093203314,HiN,22.28086552
18505782,0.087312689,LoN,21.07017061
18505784,0.059999999,LoN,21.02817172
18505786,0.087989702,LoN,22.16909134
18505788,0.136093403,HiN,22.668665
18505790,0.136514529,HiN,23.024
18505792,0.086403847,LoN,22.26720015
18505794,0.084927908,LoN,22
18505796,0.085319432,LoN,21.79465216
18505798,0.141889336,HiN,22.9751203
18505802,0.064987827,LoN,22.73355298
18505804,0.079741201,LoN,23
18505806,0.04879976,LoN,21.40886098
18505808,0.119234201,HiN,23.05130968
18505810,0.149838001,HiN,22.41009946
18505812,0.084503281,LoN,22.97354015
18505814,0.146626985,HiN,23
18505816,0.085581661,LoN,23
18505818,0.117747928,HiN,23
18505820,0.111816357,HiN,22.9840032
18505822,0.0960964,HiN,22.1979392
18505824,0.083420262,LoN,24.30953977
18505826,0.105460286,HiN,23.39707227
18505874,0.096285899,HiN,25.90825688
18505876,0.059999999,LoN,26.86752137
18505878,0.149838001,HiN,24.07459002
18505880,0.149838001,HiN,24
18505882,0.082055629,LoN,23.65126899
18505884,0.061144081,LoN,26.26738335
18505886,0.06062809,LoN,26.73083197
18505888,0.063919179,LoN,26
18505890,0.147995852,HiN,24
18505892,0.148364926,HiN,25.49972781
18505894,0.147097125,HiN,24.74250812
18505896,0.094849908,HiN,26
18505898,0.137768751,HiN,25.97449689
18505900,0.10933966,HiN,23.67713475
18505902,0.149838001,HiN,23.88541328
18505904,0.059999999,LoN,21.42565016
18505906,0.13255924,HiN,24.27247173
18505908,0.087289447,LoN,22.55887518
18505910,0.149838001,HiN,24.37180946
18505914,0.093910762,HiN,23.44178377
18505916,0.096047886,HiN,29
18505918,0.096288369,HiN,25.30815109
18505920,0.059999999,LoN,26.4787234
18505922,0.096364996,HiN,26.46477174
18505924,0.14949587,HiN,24
18505926,0.084023838,LoN,24.0063593
18505928,0.101464817,HiN,24.43754235
18505930,0.096931345,HiN,25.31572266
18505932,0.091164179,HiN,25.99621157
18505934,0.061812352,LoN,26
18505936,0.098549121,HiN,26
18505938,0.093478117,HiN,23.9956412
18505940,0.096313531,HiN,24.69762311
18505942,0.148002299,HiN,24
18505944,0.13654194,HiN,23
18505946,0.119168806,HiN,23
18505948,0.059999999,LoN,27
18505950,0.060438233,LoN,23.04390244
18505952,0.093291205,HiN,23.6845655
18505954,0.059999999,LoN,23
18505956,0.059999999,LoN,23.00898811
18505958,0.118812554,HiN,23
18506010,0.025,LoN,23
18506012,0.025,LoN,22.99965157
18506014,0.025,LoN,23.51804265
18506018,0.025,LoN,23.78496407
18506020,0.025,LoN,23.78826111
18506022,0.025,LoN,23.38233452
18506024,0.033935082,LoN,24
18506026,0.025,LoN,24
18506028,0.03422523,LoN,24
18506030,0.034759245,LoN,24
18506032,0.035356278,LoN,24
18506034,0.025,LoN,23.99969074
18506036,0.037092148,LoN,24
18506038,0.035855754,LoN,24
18506040,0.025,LoN,23.20574163
18506042,0.0387678,LoN,24
18506044,0.025,LoN,23
18506046,0.025,LoN,23
18506048,0.025,LoN,23.80243446
18506050,0.025,LoN,23
18506052,0.025,LoN,23
18506054,0.025,LoN,23
18506056,0.025,LoN,24
18506058,0.032746996,LoN,23.58525278
18506060,0.025,LoN,23
18506062,0.025,LoN,23
18506064,0.025,LoN,23
18506066,0.096814861,HiN,23.9941691
18506068,0.053381298,LoN,24
18506070,0.025,LoN,24
18506072,0.025,LoN,23.02409639
18506074,0.025,LoN,24.16140714
18506076,0.025,LoN,24
18506078,0.025,LoN,24
18506080,0.025,LoN,23.09210674
18506082,0.025,LoN,24
18506084,0.025,LoN,23.59874268
18506086,0.148777826,HiN,24
18506088,0.025,LoN,22.97639344
18506090,0.149838001,HiN,24
18506092,0.097768601,HiN,24.01450008
18506094,0.089857506,HiN,23.99351585
18506096,0.114546309,HiN,24.51077199
18506098,0.110157811,HiN,24.89121339
18506100,0.149838001,HiN,24
18506102,0.149838001,HiN,24
18506104,0.025,LoN,23.08896797
18506106,0.103305881,HiN,24.77526987
18506108,0.104859675,HiN,25
18506110,0.025,LoN,24.82123575
18506112,0.053583437,LoN,24.18040089
18506114,0.047138786,LoN,25
18506116,0.025,LoN,24.60912698
18506118,0.025,LoN,24.71522509
18506120,0.038592278,LoN,25
18506122,0.025,LoN,25
18506124,0.139301472,HiN,24.69144084
18506126,0.149838001,HiN,24.02509585
18506128,0.121857069,HiN,24.63177926
18506130,0.149838001,HiN,24.339375
18506132,0.0751049,LoN,25
18506134,0.068351962,LoN,25
18506136,0.063195879,LoN,25
18506138,0.027118157,LoN,24.44117647
18506140,0.068425608,LoN,25
18506142,0.139494937,HiN,25
18506144,0.105651421,HiN,25
18506146,0.084163929,LoN,25
18506148,0.093158532,HiN,25
18506150,0.149838001,HiN,25
18506152,0.149838001,HiN,25
18506154,0.031105581,LoN,24.52814519
18506156,0.142909958,HiN,25
18506158,0.087588743,LoN,25
18506160,0.032316844,LoN,25
18506162,0.081296077,LoN,25
18506164,0.09549212,HiN,25
18506166,0.069444943,LoN,25.17660089
18506168,0.145228954,HiN,25
18506170,0.137977137,HiN,25
18506172,0.149838001,HiN,25
18506174,0.149838001,HiN,25
18506176,0.149838001,HiN,25
18506180,0.149838001,HiN,25
18506182,0.149838001,HiN,25
18506184,0.149838001,HiN,25
18506186,0.149838001,HiN,25
18506188,0.087736565,LoN,25.13284341
18506190,0.143712485,HiN,25
18506192,0.149838001,HiN,25
18506194,0.141701305,HiN,25
18506196,0.149838001,HiN,25.0130719
18506198,0.149838001,HiN,25
18506200,0.149838001,HiN,25.28539659
18506202,0.149838001,HiN,25
18506204,0.149838001,HiN,25.39483707
18506206,0.149838001,HiN,25.07958361
18506208,0.149838001,HiN,25.02504817
18506210,0.130959284,HiN,25
18506212,0.149838001,HiN,25
18506214,0.149838001,HiN,25
18506242,0.149838001,HiN,24
18506244,0.120527586,HiN,25
18506246,0.130189036,HiN,25
18506248,0.149838001,HiN,25
18506250,0.149838001,HiN,25.2875817
18506252,0.149838001,HiN,25.76890756
18506290,0.08150628,LoN,23.38004402
18506292,0.149838001,HiN,24.95387603
18506294,0.149838001,HiN,25
18506296,0.110078815,HiN,25
18506298,0.078005835,LoN,23.39937072
18506300,0.082661811,LoN,22.0721798
18506302,0.065127575,LoN,23.01021596
18506304,0.149838001,HiN,24.85683266
18506306,0.126441986,HiN,25
18506308,0.128291474,HiN,23.99295775
18506310,0.04990162,LoN,25
18506312,0.025,LoN,22.24324324
18506314,0.065309167,LoN,23.88544613
18506316,0.061437064,LoN,22.56537102
18506318,0.025,LoN,22.0794965
18506320,0.093662552,HiN,24.10352278
18506322,0.0533607,LoN,23.86345053
18506324,0.068523454,LoN,23.01086648
18506326,0.149838001,HiN,24.10767446
18506328,0.148318512,HiN,23.97954719
18506330,0.149838001,HiN,24.95771578
18506332,0.142172536,HiN,24.5198111
18506350,0.025,LoN,21.79658385
18506352,0.119200132,HiN,24.95242941
18506354,0.139056673,HiN,24.99921762
18506356,0.104169691,HiN,23.60815088
18506358,0.149838001,HiN,25
18506360,0.149838001,HiN,25
18506362,0.149838001,HiN,24.18611408
18506364,0.149838001,HiN,24.98725212
18506684,0.096047953,HiN,27.55912961
18507366,0.149838001,HiN,30
18507368,0.149838001,HiN,28.20900196
18507370,0.149838001,HiN,30.16586826
18507372,0.149838001,HiN,30
18507374,0.149838001,HiN,29.84645669
18507376,0.149838001,HiN,31.0197399
18507378,0.149838001,HiN,28.04247209
18507380,0.149838001,HiN,27.91183928
18507382,0.149838001,HiN,30.02744293
18507384,0.149838001,HiN,28.26298858
18507386,0.149838001,HiN,28.27378641
18507388,0.149838001,HiN,29.5387242
18507390,0.149838001,HiN,29.74457573
18507392,0.149838001,HiN,29.36049193
18507394,0.149838001,HiN,27.89489194
18507396,0.149838001,HiN,27.34439359
18507398,0.149838001,HiN,27
18507400,0.149838001,HiN,26.72659176
18507402,0.145830318,HiN,27.18878981
18507404,0.149838001,HiN,27.14426349
18507406,0.149838001,HiN,27
18507408,0.149838001,HiN,27.00349895
18507410,0.146484866,HiN,27
18507412,0.148330028,HiN,27
18507414,0.149838001,HiN,27.98797071
18507416,0.149838001,HiN,27.96870035
18507418,0.149838001,HiN,29.04734057
18507420,0.149838001,HiN,27.06858202
18507422,0.149838001,HiN,27.74277579
18507424,0.149838001,HiN,27.0601557
18507426,0.14983048,HiN,27
18507428,0.127671317,HiN,26.07121288
18507430,0.149838001,HiN,27
18507432,0.126018763,HiN,26
18507434,0.097393994,HiN,26.46810871
18507436,0.149838001,HiN,27.4057009
18507438,0.149838001,HiN,32
18507440,0.149838001,HiN,29.08335985
18507442,0.148950072,HiN,27
18507444,0.12208812,HiN,26.32797927
18507446,0.115744645,HiN,26.76891655
18507448,0.149838001,HiN,27
18507450,0.149838001,HiN,27.06016507
18507452,0.097449099,HiN,27
18507454,0.120468062,HiN,26.42685371
18507456,0.082585777,LoN,26.92931727
18507458,0.149838001,HiN,32
18507460,0.149838001,HiN,31.93528505
18507462,0.149838001,HiN,32
18507464,0.117721602,HiN,26.29080824
18507466,0.117027687,HiN,26.24206349
18507468,0.139277628,HiN,26.28389831
18507470,0.097061957,HiN,26.02262443
18507472,0.059999999,LoN,24.17931034
18507474,0.149838001,HiN,28.17077551
18507476,0.059999999,LoN,25.02501031
18507478,0.11768168,HiN,26
18507480,0.138499599,HiN,26
18507482,0.100135703,HiN,27
18507484,0.120556331,HiN,27
18507486,0.148496563,HiN,27
18507488,0.149838001,HiN,27
18507490,0.149838001,HiN,28
18507492,0.149838001,HiN,29.38297872
18507506,0.149838001,HiN,30.72355259
18507508,0.149838001,HiN,30.83517764
18507510,0.149838001,HiN,28.17725574
18507512,0.149838001,HiN,27.99802761
18507514,0.149838001,HiN,27
18507516,0.126697032,HiN,26.10172853
18507518,0.059999999,LoN,25.07293113
18507520,0.059999999,LoN,25.00273411
18507522,0.149838001,HiN,30.16403304
18507524,0.149838001,HiN,26.92707293
18507526,0.099313385,HiN,26.81544634
18507528,0.101487687,HiN,27
18507530,0.149838001,HiN,26.95107296
18507532,0.149838001,HiN,26.0609358
18507534,0.059999999,LoN,25.00334728
18507538,0.100717942,HiN,27
18507540,0.059999999,LoN,25
18507580,0.12149004,HiN,21
18507582,0.073727284,LoN,21
18507584,0.09383509,HiN,21
18507586,0.092181749,HiN,21
18507588,0.037836,LoN,21
18507590,0.094603863,HiN,21
18507592,0.094838215,HiN,21
18507594,0.094861708,HiN,21
18507596,0.095336191,HiN,21
18507598,0.025932207,LoN,21
18507600,0.094973663,HiN,21
18507602,0.09529288,HiN,21
18507604,0.03943989,LoN,21
18507606,0.051109324,LoN,21
18507608,0.094727293,HiN,21
18507610,0.059999999,LoN,21
18507612,0.025312633,LoN,21
18507614,0.068388862,LoN,21
18507616,0.116619968,HiN,21
18507618,0.084408424,LoN,21
18507620,0.059999999,LoN,21
18507622,0.059999999,LoN,21
18507624,0.059999999,LoN,21
18507626,0.059999999,LoN,21.00766392
18507628,0.060469848,LoN,21
18507630,0.094941485,HiN,21
18507636,0.057644967,LoN,21.00937427
18507638,0.058962654,LoN,21
18507640,0.069083793,LoN,21
18507642,0.057142186,LoN,21
18507644,0.105333148,HiN,21
18507650,0.103148987,HiN,21
18507652,0.104057685,HiN,21
18507656,0.106649742,HiN,21.04322594
18507658,0.034344524,LoN,22.04356515
18507660,0.108261392,HiN,21.78136646
18507662,0.06571184,LoN,22.2283172
18507664,0.108537569,HiN,22.32628062
18507666,0.110103165,HiN,23
18507668,0.110128207,HiN,23.22951488
18507670,0.110281683,HiN,23.56016598
18507672,0.046561439,LoN,21
18507674,0.025,LoN,21
18507676,0.025039788,LoN,23
18507678,0.081977876,LoN,21
18507680,0.025,LoN,21
18507684,0.11030483,HiN,23.27312938
18507686,0.110127677,HiN,21
18507698,0.029320579,LoN,21
18507700,0.025,LoN,21
18507702,0.025,LoN,21.21325167
18507712,0.025113637,LoN,23.02056277
18507722,0.04012692,LoN,21.30671754
18507724,0.035484871,LoN,22
18507728,0.032577555,LoN,22
18507730,0.135787809,HiN,21.00844536
18507736,0.025,LoN,21.32413088
18507744,0.07319604,LoN,21.2370976
18507746,0.025,LoN,21.58791973
18507748,0.049048279,LoN,21
18507750,0.138255093,HiN,21.89396171
18507754,0.025,LoN,21.99100145
18507756,0.067311461,LoN,23.06449692
18507760,0.025024283,LoN,22.49213691
18507764,0.025,LoN,21.83897343
18507766,0.095753144,HiN,21.03746513
18507776,0.027823615,LoN,21.00535245
18507778,0.033136089,LoN,22
18507780,0.025,LoN,22
18507786,0.025,LoN,22.13829201
18507788,0.025,LoN,21.3535503
18507790,0.025,LoN,21.88455988
18507792,0.058721401,LoN,21
18507798,0.025,LoN,22
18507802,0.025,LoN,21.45715379
18507804,0.025,LoN,22
18507806,0.025,LoN,21.88600352
18507808,0.025496093,LoN,22.76212975
18507816,0.03437896,LoN,23
18507830,0.084738161,LoN,23
18507832,0.025,LoN,22.73147469
18507836,0.025,LoN,21.59074363
18507838,0.02926209,LoN,21.96744139
18507840,0.040194807,LoN,22.62731278
18507842,0.025,LoN,23
18507844,0.025,LoN,23
18507846,0.025,LoN,22.67389732
18507848,0.025,LoN,23
18507850,0.025,LoN,22.13461538
18507852,0.025,LoN,22
18507854,0.025,LoN,22
18507856,0.025,LoN,22.0298824
18507868,0.149838001,HiN,21
18507870,0.141209827,HiN,21
18507872,0.059970369,LoN,21
18507884,0.028642343,LoN,21.9122067
18507886,0.035674109,LoN,21.02391482
18507892,0.025,LoN,21
18507900,0.072814455,LoN,21
18508248,0.059999999,LoN,25.04106776
18508250,0.117656642,HiN,25.59259259
18508252,0.097177857,HiN,27
18508254,0.059999999,LoN,25
18508256,0.059999999,LoN,25
18508258,0.145282251,HiN,27
18508260,0.149838001,HiN,27
18508262,0.099341474,HiN,27
18508264,0.084259893,LoN,25.53471255
18508266,0.137961332,HiN,26.00939597
18508268,0.081460783,LoN,26.500698
18508270,0.138596717,HiN,26.9249668
18508272,0.11590059,HiN,26
18508276,0.149838001,HiN,29.03244088
18508278,0.149838001,HiN,27.0255084
18508280,0.149838001,HiN,28
18508282,0.114655238,HiN,25.7879062
18508284,0.126624926,HiN,26.49693845
18508286,0.115412413,HiN,26
18508288,0.149838001,HiN,27.60284996
18508290,0.059999999,LoN,24.2041377
18508292,0.059999999,LoN,25.10326735
18508294,0.149838001,HiN,27.83663551
18508296,0.093266051,HiN,25.46936859
18508298,0.149838001,HiN,26.5148384
18508300,0.149838001,HiN,27.10003174
18508304,0.059999999,LoN,24.29018544
18508306,0.059999999,LoN,24
18508308,0.089560134,HiN,24.12042503
18508310,0.118481022,HiN,26.37633788
18508312,0.059999999,LoN,24
